title,international_box_office,domestic_box_office,worldwide_box_office,production_budget,normalized_title,Movie_ID
hey happy,,2241,,,hey happy,22067
ant nio um rapaz de lisboa,351,,351,,ant nio um rapaz de lisboa,22068
the count of monte cristo,21160986,54228104,75389090,40000000,the count of monte cristo,22069
hometown legend,,96429,,,hometown legend,22070
time of favor,,137340,,,time of favor,22071
snow dogs,35747336,81150692,116898028,32000000,snow dogs,22072
italian for beginners,,4447186,,,italian for beginners,22073
state property,,2099719,,,state property,22074
what time is it there,,193047,,,what time is it there,22075
the farewell,,10952,,,the farewell,22076
orange county,2248991,41059716,43308707,18000000,orange county,22077
impostor,1860370,6114237,7974607,40000000,impostor,22078
american adobo,,3094699,,,american adobo,22079
wise girls,,,,,wise girls,22080
new york in the fifties,,17638,,,new york in the fifties,22081
petite cherie,,16276,,,petite cherie,22082
love honour and obey,,1143,,,love honour and obey,22083
steel spirit,,1860,,20000,steel spirit,22084
n sync bigger than live,,1808679,,,n sync bigger than live,22085
hannibal,185008014,165092266,350100280,87000000,hannibal,22086
journey to the sun,,13544,,,journey to the sun,22087
la chambre des magiciennes,,5788,,,la chambre des magiciennes,22088
valentine,,20384136,,10000000,valentine,22089
a perfect son,,713,,,a perfect son,22090
nico and dani,,370562,,,nico and dani,22091
merci pour le chocolat,,443238,,,merci pour le chocolat,22092
le libertin,,31300,,,le libertin,22093
left behind,,4221341,,18500000,left behind,9800
head over heels,,10397365,,14000000,head over heels,22094
the invisible circus,418619,77578,496197,,the invisible circus,22095
fever,,4068,,,fever,5435
une affaire de go t,,48602,,,une affaire de go t,22096
the wedding planner,34327673,60400856,94728529,28000000,the wedding planner,22097
beonjijeopeuleul hada,49374,,49374,,beonjijeopeuleul hada,22098
the million dollar hotel,,52526,,,the million dollar hotel,22099
r2pc road to park city,,1216,,,r2pc road to park city,22100
amy,6475545,7880,6483425,,amy,7859
postmen in the mountains,,203975,,,postmen in the mountains,22101
dragon and the hawk,,3498,,,dragon and the hawk,22102
god s army,14789,2637726,2652515,300000,god s army,22103
condo painting,,5373,,,condo painting,22104
deterrence,227064,144583,371647,800000,deterrence,22105
what planet are you from,,6291602,,50000000,what planet are you from,22106
sugar and spice,3603846,13276953,16880799,,sugar and spice,22107
khauff,,81825,,,khauff,22108
two ninas,,10976,,,two ninas,22109
homo sapiens 1900,,1257,,,homo sapiens 1900,22110
the next best thing,9372190,14983572,24355762,25000000,the next best thing,22111
drowning mona,553184,15427192,15980376,16000000,drowning mona,22112
the little thief,,37280,,,the little thief,22113
3 strikes,,9821335,,4000000,3 strikes,22114
reindeer games,,23360779,,36000000,reindeer games,22115
ghost dog the way of the samurai,7342262,3330230,10672492,2000000,ghost dog the way of the samurai,22116
ghost dog the way of the samurai,7342262,3330230,10672492,2000000,ghost dog the way of the samurai,31062
mifune,,585414,,,mifune,22117
not of this world,,37871,,,not of this world,22118
judy berlin,,467313,,,judy berlin,22119
claire dolan,,9480,,,claire dolan,22120
the waiting game,,19381,,,the waiting game,22121
brown s requiem,,3077,,,brown s requiem,22122
the closer you get,,221898,,,the closer you get,22123
yi ge dou bu neng shao,,589114,,,yi ge dou bu neng shao,22124
wonder boys,14033031,19389454,33422485,35000000,wonder boys,22125
protection,,666,,,protection,22126
geboren in absurdistan,,976,,,geboren in absurdistan,22127
the legend of rita,633388,666565,1299953,,the legend of rita,22128
the goddess of 1967,,12677,,,the goddess of 1967,22129
escanaba in da moonlight,,2276406,,,escanaba in da moonlight,22130
faithless,,734597,,,faithless,22131
les rivi res pourpres,59500000,632548,60132548,,les rivi res pourpres,22132
15 f vrier 1839,,640790,,,15 f vrier 1839,22133
the pledge,9686202,19719930,29406132,45000000,the pledge,22134
kuch kathi kuch meethi,,57188,,,kuch kathi kuch meethi,22135
nationale 7,,25076,,,nationale 7,22136
the personals,,12646,,,the personals,22137
pleure pas germaine,,9011,,,pleure pas germaine,22138
save the last dance,31206053,91038276,122244329,13000000,save the last dance,22139
forgive me father,,580462,,,forgive me father,22140
life without death,,7811,,,life without death,22141
luna papa,,13930,,,luna papa,22142
the amati girls,,47767,,,the amati girls,22143
double take,,29823162,,24000000,double take,16714
the whole nine yards,28265375,57262492,85527867,24000000,the whole nine yards,22144
risk,60540,,60540,,risk,8032
hey ram,,274675,,,hey ram,22145
pitch black,13947000,39235088,53182088,23000000,pitch black,22146
kirikou and the sorceress,17671,61070,78741,,kirikou and the sorceress,22147
hanging up,15829814,36037909,51867723,40000000,hanging up,22148
extreme force,,9549,,,extreme force,22149
beautiful people,,261360,,,beautiful people,22150
snow day,2444624,60008303,62452927,13000000,snow day,22151
trois,,1161843,,200000,trois,22152
kadosh,,736812,,,kadosh,22153
the tigger movie,50605267,45542421,96147688,20000000,the tigger movie,22154
the beach,,39778599,,50000000,the beach,22155
sex the annabel chong story,,233076,,,sex the annabel chong story,22156
sex the annabel chong story,,233076,,,sex the annabel chong story,32431
boiler room,11809674,16963963,28773637,9000000,boiler room,22157
pukar,,357422,,,pukar,22158
poppoya,9558,,9558,,poppoya,22159
scream 3,72700000,89138076,161838076,40000000,scream 3,22160
gendernauts,,6002,,,gendernauts,22161
knockout,,167085,,,knockout,22162
stella does tricks,,2361,,,stella does tricks,22163
restaurant,,73613,,,restaurant,22164
gun shy,,1638202,,10000000,gun shy,3909
isn t she great,,2954405,,36000000,isn t she great,22165
kestrel s eye,,37200,,,kestrel s eye,22166
the big tease,,185577,,4000000,the big tease,22167
eye of the beholder,1760079,16500786,18260865,15000000,eye of the beholder,22168
the cup,,1067773,,,the cup,14122
wirey spindell,,9838,,,wirey spindell,22169
the quarry,,3350,,,the quarry,22170
phir bhi dil hain hindustani,,588606,,,phir bhi dil hain hindustani,22171
placebo effect,,1190,,,placebo effect,22172
the terrorist,,195043,,25000,the terrorist,22173
creature,,1108,,,creature,12346
down to you,,20035310,,9000000,down to you,22174
supernova,597626,14218868,14816494,60000000,supernova,22175
the boondock saints,381403,30471,411874,7000000,the boondock saints,22176
next friday,2498725,57176582,59675307,9500000,next friday,22177
trans,,9623,,,trans,22178
mela,,220524,,,mela,22179
life is to whistle,,63574,,,life is to whistle,22180
my dog skip,1695679,34099640,35795319,7000000,my dog skip,22181
bulandi,,203548,,,bulandi,22182
the life and times of hank greenberg,,1703901,,,the life and times of hank greenberg,22183
doraemon nobita no taiy densetsu,,,,,doraemon nobita no taiy densetsu,22184
andra sidan,1189433,1010,1190443,,andra sidan,22185
unforgettable times,850000,,850000,,unforgettable times,22186
the xrossing,27570,,27570,,the xrossing,22187
2019 shanghai film museum eric houma film show,160000,,160000,,2019 shanghai film museum eric houma film show,22188
absent now the dead,,,,,absent now the dead,22189
raibu supekutakuru naruto akatsuki no shirabe,11613,,11613,,raibu supekutakuru naruto akatsuki no shirabe,22190
tagundnachtgleiche,,,,,tagundnachtgleiche,22191
chaddr unter uns der fluss,,,,,chaddr unter uns der fluss,22192
maya the bee 3 the golden orb,1230292,,1230292,,maya the bee 3 the golden orb,22193
krack,90619,,90619,,krack,22194
cheonsaneun baireoseu,3798,,3798,,cheonsaneun baireoseu,22195
woman without a man,750000,,750000,,woman without a man,22196
yuvarathnaa,16287,,16287,,yuvarathnaa,22197
la traviata gran teatre del liceu,3756,,3756,,la traviata gran teatre del liceu,22198
ivany pomnyashchie rodstvo,32595,,32595,,ivany pomnyashchie rodstvo,22199
above suspicion,3684,,3684,,above suspicion,22200
greenfield,3639,,3639,,greenfield,22201
eonni,1558387,,1558387,,eonni,22202
ntr kathanayakudu,78419,,78419,,ntr kathanayakudu,22203
mujeres de coque malla,2806,,2806,,mujeres de coque malla,22204
viswasam,253545,,253545,,viswasam,22205
mikhael,8872,,8872,,mikhael,22206
os dois irm os,789,,789,,os dois irm os,22207
the st bernard syndicate,,,,,the st bernard syndicate,22208
ladrillos capitales,514,,514,,ladrillos capitales,22209
snowing indicates harvest,29343,,29343,,snowing indicates harvest,22210
j ni nin no shinitai kodomo tachi,11950916,,11950916,,j ni nin no shinitai kodomo tachi,22211
feedback,4156030,,4156030,,feedback,22212
kapan,61145,,61145,,kapan,22213
the death and life of john f donovan,3157609,,3157609,,the death and life of john f donovan,22214
the death and life of john f donovan,3157609,,3157609,,the death and life of john f donovan,32813
the russian five,,,,,the russian five,22215
american relapse,,,,,american relapse,22216
miseongnyeon,2095496,,2095496,,miseongnyeon,22217
missing link,8740663,16649539,25390202,,missing link,22218
once upon a time in london,1568,,1568,,once upon a time in london,22219
nan shen xun lian ying,2610000,,2610000,,nan shen xun lian ying,22220
neighbor,221774,,221774,,neighbor,22221
sibel,414174,,414174,,sibel,22222
long shot,23308153,30316271,53624424,40000000,long shot,22223
final ascent the legend of hamish macinnes,24672,,24672,,final ascent the legend of hamish macinnes,22224
elisa y marcela,54936,,54936,,elisa y marcela,22225
project ithaca,,,,,project ithaca,22226
fatal nightmare,128296,,128296,,fatal nightmare,22227
surprise me,,,,,surprise me,22228
virus,27988,,27988,,virus,22229
ghost light,,,,,ghost light,22230
leaving home coming home a portrait of robert frank,,27073,,,leaving home coming home a portrait of robert frank,22231
gibangdoryeong,1920758,,1920758,,gibangdoryeong,22232
blank 13,34638,,34638,,blank 13,22233
honeyland,438087,815082,1253169,,honeyland,22234
evaru,53040,,53040,,evaru,22235
yooyeoleui umakaelbeom,8476467,,8476467,,yooyeoleui umakaelbeom,22236
jay myself,,151331,,,jay myself,22237
lupo,675,,675,,lupo,22238
the art of racing in the rain,4594209,26402818,30997027,18000000,the art of racing in the rain,22239
bulmaca kulesi,575199,,575199,,bulmaca kulesi,22240
tomorrow,18331,,18331,,tomorrow,22241
female pleasure,,,,,female pleasure,22242
engagement,21179,,21179,,engagement,22243
heng cai ju zhong ju,670573,,670573,,heng cai ju zhong ju,22244
the grudge,28287117,21216148,49503265,10000000,the grudge,623
pat a mat kutilsk trampoty,987105,,987105,,pat a mat kutilsk trampoty,22245
conquering the demons of master,2033,,2033,,conquering the demons of master,22246
elma dersem k,4638,,4638,,elma dersem k,22247
isole d istanti,,,,,isole d istanti,22248
uursuz a k,240857,,240857,,uursuz a k,22249
te jing dui,8230634,,8230634,,te jing dui,22250
la sainte famille,114025,,114025,,la sainte famille,22251
sanctuary population one,3459,,3459,,sanctuary population one,22252
rendez vous chez les malawas,5247206,,5247206,,rendez vous chez les malawas,22253
pan t,202432,,202432,,pan t,22254
m j p b h,353118,,353118,,m j p b h,22255
rafadan tayfa g beklitepe,9794501,,9794501,,rafadan tayfa g beklitepe,22256
minha m e uma pe a 3 o filme,39273020,,39273020,,minha m e uma pe a 3 o filme,22257
merry men 2,3273,,3273,,merry men 2,22258
mathu vadalara,2054,,2054,,mathu vadalara,22259
otoko wa tsurai yo 50 okaeri tora san,9459306,,9459306,,otoko wa tsurai yo 50 okaeri tora san,22260
maker brother,12079,,12079,,maker brother,22261
the mall the merrier,3334,,3334,,the mall the merrier,22262
jie fang le,6032960,,6032960,,jie fang le,22263
ma ma wo xiang ni,147448,,147448,,ma ma wo xiang ni,22264
iddari lokam okate,541,,541,,iddari lokam okate,22265
el hubiera s existe,2146767,,2146767,,el hubiera s existe,22266
gu yao mi zong,132584,,132584,,gu yao mi zong,22267
good newwz,11653583,,11653583,,good newwz,22268
futro z misia,2307200,,2307200,,futro z misia,22269
the gentlemen,77404808,36471796,113876604,22000000,the gentlemen,22270
clemency,236,364716,364952,,clemency,22271
great bear rainforest,123752,,123752,,great bear rainforest,22272
blue pleated skirt,10000,,10000,,blue pleated skirt,22273
aslan par am,6722,,6722,,aslan par am,22274
apparition,174743,,174743,,apparition,22275
soyuz spaseniya,11401318,,11401318,,soyuz spaseniya,22276
5gang un altfel de cr ciun,1490925,,1490925,,5gang un altfel de cr ciun,22277
kholop,50590362,,50590362,,kholop,22278
cheonmun modneunda doors to heaven,13955219,,13955219,,cheonmun modneunda doors to heaven,22279
what she said the art of pauline kael,,,,,what she said the art of pauline kael,22280
what she said the art of pauline kael,,,,,what she said the art of pauline kael,33502
merci pour tout,,1070470,,,merci pour tout,22281
spies in disguise,98381468,66757013,165138481,100000000,spies in disguise,22282
ivan tsarevich i seryy volk 4,7217185,,7217185,,ivan tsarevich i seryy volk 4,22283
ice breaking,320000,,320000,,ice breaking,22284
ellipse,818,,818,,ellipse,22285
1917,211375735,159227644,370603379,100000000,1917,22286
chong ai,99550121,,99550121,,chong ai,22287
mult v kino vypusk no 109,40284,,40284,,mult v kino vypusk no 109,22288
